region_observation_id,country_id,region_id,region_indicator_id,year,value,unit,value_status,source_name,source_url,source_reliability,calculation_method,last_updated,notes
"hungary_baranya_regional_gdp_per_capita_change_pct_2024","hungary","hungary_baranya","regional_gdp_per_capita_change_pct","2024","30.36","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_bekes_regional_population_change_pct_2024","hungary","hungary_bekes","regional_population_change_pct","2024","-3.34","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_bekes_regional_gdp_per_capita_change_pct_2024","hungary","hungary_bekes","regional_gdp_per_capita_change_pct","2024","27.84","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_borsod_abauj_zemplen_regional_population_change_pct_2024","hungary","hungary_borsod_abauj_zemplen","regional_population_change_pct","2024","-2.81","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_borsod_abauj_zemplen_regional_gdp_per_capita_change_pct_2024","hungary","hungary_borsod_abauj_zemplen","regional_gdp_per_capita_change_pct","2024","14.43","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_csongrad_csanad_regional_population_change_pct_2024","hungary","hungary_csongrad_csanad","regional_population_change_pct","2024","-1.44","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_csongrad_csanad_regional_gdp_per_capita_change_pct_2024","hungary","hungary_csongrad_csanad","regional_gdp_per_capita_change_pct","2024","25.61","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_fejer_regional_population_change_pct_2024","hungary","hungary_fejer","regional_population_change_pct","2024","0.2","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_fejer_regional_gdp_per_capita_change_pct_2024","hungary","hungary_fejer","regional_gdp_per_capita_change_pct","2024","22.08","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_gyor_moson_sopron_regional_population_change_pct_2024","hungary","hungary_gyor_moson_sopron","regional_population_change_pct","2024","1.25","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_gyor_moson_sopron_regional_gdp_per_capita_change_pct_2024","hungary","hungary_gyor_moson_sopron","regional_gdp_per_capita_change_pct","2024","25.64","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_hajdu_bihar_regional_population_change_pct_2024","hungary","hungary_hajdu_bihar","regional_population_change_pct","2024","-0.59","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_hajdu_bihar_regional_gdp_per_capita_change_pct_2024","hungary","hungary_hajdu_bihar","regional_gdp_per_capita_change_pct","2024","40.49","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_heves_regional_population_change_pct_2024","hungary","hungary_heves","regional_population_change_pct","2024","-1.84","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_heves_regional_gdp_per_capita_change_pct_2024","hungary","hungary_heves","regional_gdp_per_capita_change_pct","2024","33.63","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_jasz_nagykun_szolnok_regional_population_change_pct_2024","hungary","hungary_jasz_nagykun_szolnok","regional_population_change_pct","2024","-2.37","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_jasz_nagykun_szolnok_regional_gdp_per_capita_change_pct_2024","hungary","hungary_jasz_nagykun_szolnok","regional_gdp_per_capita_change_pct","2024","26.66","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_komarom_esztergom_regional_population_change_pct_2024","hungary","hungary_komarom_esztergom","regional_population_change_pct","2024","-0.1","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_komarom_esztergom_regional_gdp_per_capita_change_pct_2024","hungary","hungary_komarom_esztergom","regional_gdp_per_capita_change_pct","2024","37.66","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_nograd_regional_population_change_pct_2024","hungary","hungary_nograd","regional_population_change_pct","2024","-2.53","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_nograd_regional_gdp_per_capita_change_pct_2024","hungary","hungary_nograd","regional_gdp_per_capita_change_pct","2024","31.33","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_pest_regional_population_change_pct_2024","hungary","hungary_pest","regional_population_change_pct","2024","2.53","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_pest_regional_gdp_per_capita_change_pct_2024","hungary","hungary_pest","regional_gdp_per_capita_change_pct","2024","36.66","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_somogy_regional_population_change_pct_2024","hungary","hungary_somogy","regional_population_change_pct","2024","-1.95","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_somogy_regional_gdp_per_capita_change_pct_2024","hungary","hungary_somogy","regional_gdp_per_capita_change_pct","2024","30.57","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_szabolcs_szatmar_bereg_regional_population_change_pct_2024","hungary","hungary_szabolcs_szatmar_bereg","regional_population_change_pct","2024","-2.46","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_szabolcs_szatmar_bereg_regional_gdp_per_capita_change_pct_2024","hungary","hungary_szabolcs_szatmar_bereg","regional_gdp_per_capita_change_pct","2024","33.18","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_tolna_regional_population_change_pct_2024","hungary","hungary_tolna","regional_population_change_pct","2024","-2.5","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_tolna_regional_gdp_per_capita_change_pct_2024","hungary","hungary_tolna","regional_gdp_per_capita_change_pct","2024","27.72","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
